,n_est,loss,estimatorsErrors,estimatorsWeights,estimatorsSampleWeights,learning_rate,averageLoss,kerasEpochs,kerasBatchSize,dropout,nn1,keraslr,input_dim,testLoss,meanTestLoss,fullTestLoss,real_n_est
       2.86090314e-06, 2.86030316e-06, 2.86691509e-06]), array([3.42361951e-06, 3.45599158e-06, 3.42364219e-06, ...,
       3.42867094e-06, 3.42795177e-06, 3.43587651e-06]), array([3.18432625e-06, 3.21445231e-06, 3.18434746e-06, ...,
       3.18902474e-06, 3.18835643e-06, 3.19573161e-06]), array([1.01537745e-06, 1.02499208e-06, 1.01538421e-06, ...,
       1.01687530e-06, 1.01666356e-06, 1.01902773e-06]), array([9.04817788e-07, 9.13402821e-07, 9.04823682e-07, ...,
       9.06153726e-07, 9.05967679e-07, 9.08152024e-07]), array([2.90280192e-06, 2.93034409e-06, 2.90282083e-06, ...,
       2.90708782e-06, 2.90649096e-06, 2.91349869e-06]), array([2.90280192e-06, 2.93034409e-06, 2.90282083e-06, ...,
       2.90708782e-06, 2.90649096e-06, 2.91349869e-06])]",0.5,[],300,10000,0.1,10,0.3,21,1204.221614188359,0.09334327681484837,6020.734697834535,20
10,10,exponential,"[0.00020672 0.0002179  0.00025312 0.00028551 0.00034128 0.00043558
 0.00056105 0.0007487  0.00103734 0.00145604]","[0.8483953  0.84312652 0.82813983 0.816094   0.79824696 0.77384054
 0.74851309 0.71964264 0.68700571 0.65305789]","[array([8.29681514e-06, 8.29829645e-06, 8.29672374e-06, ...,
       8.29741385e-06, 8.29778265e-06, 8.29727312e-06]), array([8.33933603e-06, 8.34205208e-06, 8.33924185e-06, ...,
       8.34035856e-06, 8.34087438e-06, 8.34033488e-06]), array([8.46384681e-06, 8.46836060e-06, 8.46377591e-06, ...,
       8.46549342e-06, 8.46627349e-06, 8.46581760e-06]), array([8.56468920e-06, 8.57128549e-06, 8.56459073e-06, ...,
       8.56703564e-06, 8.56751769e-06, 8.56751242e-06]), array([8.71693909e-06, 8.72596767e-06, 8.71680830e-06, ...,
       8.72007841e-06, 8.72063941e-06, 8.72104731e-06]), array([8.92980075e-06, 8.94101575e-06, 8.92965282e-06, ...,
       8.93356307e-06, 8.93445396e-06, 8.93508213e-06]), array([9.15564584e-06, 9.16936137e-06, 9.15539216e-06, ...,
       9.15982844e-06, 9.16107031e-06, 9.16222791e-06]), array([9.41943471e-06, 9.43567112e-06, 9.41918962e-06, ...,
       9.42428301e-06, 9.42610224e-06, 9.42718434e-06]), array([9.72592361e-06, 9.74477636e-06, 9.72569478e-06, ...,
       9.73136184e-06, 9.73378915e-06, 9.73525552e-06]), array([1.93164217e-05, 1.93538647e-05, 1.93159672e-05, ...,
       1.93272224e-05, 1.93320433e-05, 1.93349556e-05]), array([1.93164217e-05, 1.93538647e-05, 1.93159672e-05, ...,
       1.93272224e-05, 1.93320433e-05, 1.93349556e-05])]",0.1,[],300,10000,0.1,8,0.3,21,1177.9517755798984,0.09130701306719621,5889.393649847223,10
11,20,exponential,"[2.03757485e-04 2.66673169e-04 4.28021180e-04 9.21874230e-04
 2.21912360e-03 5.31548176e-03 1.15028208e-02 2.23023287e-02
 3.87569788e-02 6.15611243e-02 8.98992719e-02 1.20975421e-01
 1.54119824e-01 1.43371215e-01 2.06951127e-01 2.09010057e-01
 1.77514790e-01 2.09302037e-01 1.95594090e-01 2.81194488e-01]","[2.12459407 2.05730501 1.93897744 1.74704486 1.52710534 1.30795049
 1.11339837 0.94512735 0.80272911 0.68104679 0.57871636 0.49580637
 0.42566183 0.44689187 0.33585055 0.33272572 0.38331914 0.33228442
 0.35351562 0.23463607]","[array([2.31568108e-06, 2.31642771e-06, 2.31567551e-06, ...,
       2.31609102e-06, 2.31610812e-06, 2.31632740e-06]), array([2.47586794e-06, 2.47803007e-06, 2.47581818e-06, ...,
       2.47665110e-06, 2.47706412e-06, 2.47726307e-06]), array([2.78511506e-06, 2.78886843e-06, 2.78508317e-06, ...,
       2.78649180e-06, 2.78694500e-06, 2.78756276e-06]), array([3.37047708e-06, 3.37674353e-06, 3.37047094e-06, ...,
       3.37264256e-06, 3.37348359e-06, 3.37416042e-06]), array([4.18911218e-06, 4.19870425e-06, 4.18912052e-06, ...,
       4.19237334e-06, 4.19338135e-06, 4.19473549e-06]), array([5.18805032e-06, 5.20257285e-06, 5.18799607e-06, ...,
       5.19227630e-06, 5.19403634e-06, 5.19624592e-06]), array([6.23723607e-06, 6.25983970e-06, 6.23715389e-06, ...,
       6.24232961e-06, 6.24482571e-06, 6.24752524e-06]), array([7.24801146e-06, 7.27954928e-06, 7.24790379e-06, ...,
       7.25394233e-06, 7.25717300e-06, 7.26048139e-06]), array([8.12587165e-06, 8.16244913e-06, 8.12536914e-06, ...,
       8.13283241e-06, 8.13711425e-06, 8.14091225e-06]), array([8.82235524e-06, 8.87426507e-06, 8.82172859e-06, ...,
       8.82984985e-06, 8.83501522e-06, 8.83914111e-06]), array([9.28835502e-06, 9.34394567e-06, 9.28778355e-06, ...,
       9.29677479e-06, 9.30215667e-06, 9.30986585e-06]), array([9.49648870e-06, 9.55761677e-06, 9.49582007e-06, ...,
       9.50539590e-06, 9.51092887e-06, 9.52023472e-06]), array([9.51766907e-06, 9.58260504e-06, 9.51700457e-06, ...,
       9.52679999e-06, 9.53231595e-06, 9.54464972e-06]), array([8.66662051e-06, 8.72858767e-06, 8.66606016e-06, ...,
       8.67513634e-06, 8.68010939e-06, 8.69225733e-06]), array([9.03883438e-06, 9.10705115e-06, 9.03822366e-06, ...,
       9.04797980e-06, 9.05413057e-06, 9.06603340e-06]), array([8.41917528e-06, 8.48706837e-06, 8.41860417e-06, ...,
       8.42769246e-06, 8.43350324e-06, 8.44487062e-06]), array([7.43811816e-06, 7.50070769e-06, 7.43761693e-06, ...,
       7.44564496e-06, 7.45084710e-06, 7.46085919e-06]), array([7.29084452e-06, 7.35638847e-06, 7.29034798e-06, ...,
       7.29822015e-06, 7.30332703e-06, 7.31317608e-06]), array([6.64053646e-06, 6.70227533e-06, 6.64008485e-06, ...,
       6.64725413e-06, 6.65192072e-06, 6.66088640e-06]), array([8.80462876e-06, 8.88648778e-06, 8.80402997e-06, ...,
       8.81353565e-06, 8.81972305e-06, 8.83161057e-06]), array([8.80462876e-06, 8.88648778e-06, 8.80402997e-06, ...,
       8.81353565e-06, 8.81972305e-06, 8.83161057e-06])]",0.25,[],300,25000,0.1,12,0.3,21,1174.6737643445151,0.09105292336598056,5873.004610029112,20
12,15,exponential,"[0.00021091 0.00022664 0.00024991 0.00028574 0.00034842 0.00042082
 0.00055869 0.00074898 0.00102258 0.00145496 0.0020362  0.00285558
 0.00400172 0.00555278 0.00751447]","[0.84638556 0.8391926  0.82941412 0.81601307 0.79617469 0.77728888
 0.74893504 0.71960497 0.68844049 0.65313183 0.61946324 0.58556194
 0.55170213 0.5187889  0.4883382 ]","[array([8.31348161e-06, 8.31478302e-06, 8.31348956e-06, ...,
       8.31409395e-06, 8.31418689e-06, 8.31403318e-06]), array([8.37215275e-06, 8.37443320e-06, 8.37223510e-06, ...,
       8.37336222e-06, 8.37381540e-06, 8.37364107e-06]), array([8.45295697e-06, 8.45664135e-06, 8.45308080e-06, ...,
       8.45478069e-06, 8.45537898e-06, 8.45588274e-06]), array([8.56531365e-06, 8.57022559e-06, 8.56543601e-06, ...,
       8.56767644e-06, 8.56845956e-06, 8.56900887e-06]), array([8.73494166e-06, 8.74151776e-06, 8.73501798e-06, ...,
       8.73784474e-06, 8.73933464e-06, 8.73975588e-06]), array([8.89894688e-06, 8.90704868e-06, 8.89902607e-06, ...,
       8.90238156e-06, 8.90368841e-06, 8.90472337e-06]), array([9.15175015e-06, 9.16161467e-06, 9.15176391e-06, ...,
       9.15581673e-06, 9.15702079e-06, 9.15893747e-06]), array([9.41979968e-06, 9.43181320e-06, 9.41981574e-06, ...,
       9.42424175e-06, 9.42636740e-06, 9.42842953e-06]), array([9.71214059e-06, 9.72528921e-06, 9.71208887e-06, ...,
       9.71714918e-06, 9.71960964e-06, 9.72161507e-06]), array([1.00529734e-05, 1.00681349e-05, 1.00529252e-05, ...,
       1.00583998e-05, 1.00614860e-05, 1.00639552e-05]), array([1.03857676e-05, 1.04028691e-05, 1.03857011e-05, ...,
       1.03916471e-05, 1.03950846e-05, 1.03976292e-05]), array([1.07279543e-05, 1.07478129e-05, 1.07279218e-05, ...,
       1.07345854e-05, 1.07381277e-05, 1.07408948e-05]), array([1.10757379e-05, 1.10981676e-05, 1.10756107e-05, ...,
       1.10831483e-05, 1.10864085e-05, 1.10899300e-05]), array([1.14168824e-05, 1.14416560e-05, 1.14167338e-05, ...,
       1.14251355e-05, 1.14284619e-05, 1.14330452e-05]), array([1.91159205e-05, 1.91574003e-05, 1.91156717e-05, ...,
       1.91297391e-05, 1.91353087e-05, 1.91429828e-05]), array([1.91159205e-05, 1.91574003e-05, 1.91156717e-05, ...,
       1.91297391e-05, 1.91353087e-05, 1.91429828e-05])]",0.1,[],300,25000,0.1,10,0.3,21,1180.4311930039771,0.0914992010699928,5901.789968215606,15
13,15,exponential,"[2.08166480e-04 4.41934603e-04 2.54435703e-03 1.44243320e-02
 5.00971501e-02 1.05416409e-01 1.21179122e-01 4.61251636e-02
 2.50488813e-01 1.33330548e-01 2.04490323e-01 2.63918700e-01
 3.11313261e-01 1.29978313e-01 4.62709300e-01]","[4.23848211 3.86195331 2.98566485 2.1121547  1.4711978  1.06922002
 0.99065565 1.51458691 0.54800349 0.93591314 0.67923118 0.51284974
 0.39699342 0.95057526 0.07472015]","[array([2.79706301e-07, 2.79997816e-07, 2.79668655e-07, ...,
       2.79758265e-07, 2.79732266e-07, 2.79831301e-07]), array([4.07144899e-07, 4.08079917e-07, 4.07099828e-07, ...,
       4.07307043e-07, 4.07504828e-07, 4.07503804e-07]), array([9.73857908e-07, 9.77040086e-07, 9.73812978e-07, ...,
       9.74608572e-07, 9.75024682e-07, 9.74940426e-07]), array([2.28650117e-06, 2.29772430e-06, 2.28639056e-06, ...,
       2.28830904e-06, 2.29025441e-06, 2.28973112e-06]), array([4.08612988e-06, 4.10697014e-06, 4.08608048e-06, ...,
       4.08996155e-06, 4.09340704e-06, 4.09408738e-06]), array([5.45092365e-06, 5.47922927e-06, 5.45084384e-06, ...,
       5.45604339e-06, 5.46062839e-06, 5.46574794e-06]), array([5.09703066e-06, 5.13290822e-06, 5.09693419e-06, ...,
       5.10262315e-06, 5.10757699e-06, 5.11342966e-06]), array([2.62774601e-06, 2.64629478e-06, 2.62769437e-06, ...,
       2.63063008e-06, 2.63319717e-06, 2.63620526e-06]), array([6.41573456e-06, 6.46257421e-06, 6.41558509e-06, ...,
       6.42278724e-06, 6.42916323e-06, 6.43744661e-06]), array([3.74620484e-06, 3.77434026e-06, 3.74610837e-06, ...,
       3.75040586e-06, 3.75408995e-06, 3.76001355e-06]), array([4.24168759e-06, 4.27374522e-06, 4.24158113e-06, ...,
       4.24644697e-06, 4.25070214e-06, 4.25732700e-06]), array([4.32838378e-06, 4.36131168e-06, 4.32827982e-06, ...,
       4.33324635e-06, 4.33759447e-06, 4.34435856e-06]), array([4.22199878e-06, 4.25455573e-06, 4.22189643e-06, ...,
       4.22674396e-06, 4.23098998e-06, 4.23758057e-06]), array([2.13731393e-06, 2.15399426e-06, 2.13725801e-06, ...,
       2.13971627e-06, 2.14186797e-06, 2.14520359e-06]), array([4.87078631e-06, 4.90879961e-06, 4.87065888e-06, ...,
       4.87626108e-06, 4.88116465e-06, 4.88876629e-06]), array([4.87078631e-06, 4.90879961e-06, 4.87065888e-06, ...,
       4.87626108e-06, 4.88116465e-06, 4.88876629e-06])]",0.5,[],200,10000,0.1,10,0.5,21,1182.182508947575,0.09163495147256608,5910.5460049319845,15
14,10,exponential,"[0.00020431 0.00044255 0.00253047 0.01454637 0.04637902 0.07628299
 0.08641589 0.12680936 0.13576689 0.0989427 ]","[4.24782986 3.8612562  2.98840862 2.10788037 1.5117095  1.24697791
 1.17910196 0.96473454 0.92545157 1.10451396]","[array([2.77072839e-07, 2.77295583e-07, 2.77073221e-07, ...,
       2.77195804e-07, 2.77106269e-07, 2.77178189e-07]), array([4.07467979e-07, 4.08315882e-07, 4.07397556e-07, ...,
       4.07701607e-07, 4.07633820e-07, 4.07743514e-07]), array([9.71235680e-07, 9.74567510e-07, 9.71116473e-07, ...,
       9.71944497e-07, 9.72094293e-07, 9.72412793e-07]), array([2.29638671e-06, 2.30752688e-06, 2.29606726e-06, ...,
       2.29839307e-06, 2.29863753e-06, 2.29994100e-06]), array([3.92281216e-06, 3.94645576e-06, 3.92233527e-06, ...,
       3.92709665e-06, 3.92724000e-06, 3.93190379e-06]), array([4.59854696e-06, 4.62693061e-06, 4.59812600e-06, ...,
       4.60393088e-06, 4.60403121e-06, 4.61461658e-06]), array([4.36806822e-06, 4.40403348e-06, 4.36770248e-06, ...,
       4.37325476e-06, 4.37336726e-06, 4.38346721e-06]), array([4.81410468e-06, 4.90420923e-06, 4.81367988e-06, ...,
       4.81981293e-06, 4.81997942e-06, 4.83105475e-06]), array([4.36659148e-06, 4.45005633e-06, 4.36622654e-06, ...,
       4.37182403e-06, 4.37194493e-06, 4.38246558e-06]), array([9.61381903e-06, 9.79758159e-06, 9.61301555e-06, ...,
       9.62533941e-06, 9.62560560e-06, 9.64876866e-06]), array([9.61381903e-06, 9.79758159e-06, 9.61301555e-06, ...,
       9.62533941e-06, 9.62560560e-06, 9.64876866e-06])]",0.5,[],300,10000,0.1,12,0.5,21,1166.412601556389,0.09041257278942633,5831.701357490788,10
15,15,exponential,"[1.97032107e-04 4.45107607e-04 2.57978722e-03 1.46491057e-02
 5.05807273e-02 9.78333846e-02 1.26673460e-01 1.97437978e-01
 1.75883269e-01 2.43413691e-01 2.48785283e-01 4.10548057e-01
 2.54538326e-01 2.55267342e-01 3.62945888e-01]","[4.26597341 3.85837464 2.97873262 2.10430926 1.46613994 1.11076667
 0.96534847 0.70119232 0.77224583 0.56702709 0.55255066 0.1808501
 0.53727615 0.53535695 0.28130042]","[array([2.72082747e-07, 2.72345256e-07, 2.72101974e-07, ...,
       2.72175363e-07, 2.72239638e-07, 2.72204709e-07]), array([4.08557373e-07, 4.09343972e-07, 4.08579964e-07, ...,
       4.08863912e-07, 4.08949788e-07, 4.08914917e-07]), array([9.80446155e-07, 9.83037943e-07, 9.80533836e-07, ...,
       9.81595497e-07, 9.81742479e-07, 9.81564196e-07]), array([2.30369572e-06, 2.31271116e-06, 2.30388309e-06, ...,
       2.30686061e-06, 2.30830997e-06, 2.30819572e-06]), array([4.10365022e-06, 4.12002501e-06, 4.10399004e-06, ...,
       4.10930442e-06, 4.11203419e-06, 4.11172302e-06]), array([5.22245470e-06, 5.24774280e-06, 5.22287516e-06, ...,
       5.22974266e-06, 5.23432676e-06, 5.23523473e-06]), array([5.25543565e-06, 5.28254791e-06, 5.25586273e-06, ...,
       5.26277128e-06, 5.26740680e-06, 5.26840643e-06]), array([5.93871790e-06, 5.97576356e-06, 5.93914475e-06, ...,
       5.94698804e-06, 5.95222692e-06, 5.95393002e-06]), array([4.73958607e-06, 4.76937003e-06, 4.73992033e-06, ...,
       4.74619249e-06, 4.75038778e-06, 4.75172588e-06]), array([5.02784546e-06, 5.06169507e-06, 5.02829541e-06, ...,
       5.03520402e-06, 5.03954330e-06, 5.04249973e-06]), array([4.40862556e-06, 4.44189201e-06, 4.40902029e-06, ...,
       4.41507785e-06, 4.41889913e-06, 4.42980087e-06]), array([5.53871257e-06, 5.58275980e-06, 5.53920855e-06, ...,
       5.54681880e-06, 5.55162219e-06, 5.56533159e-06]), array([3.59574125e-06, 3.62500175e-06, 3.59599504e-06, ...,
       3.60123387e-06, 3.60406299e-06, 3.61361167e-06]), array([3.12916836e-06, 3.15642956e-06, 3.12938923e-06, ...,
       3.13394827e-06, 3.13641074e-06, 3.14472009e-06]), array([4.64591597e-06, 4.68639101e-06, 4.64624389e-06, ...,
       4.65301276e-06, 4.65666882e-06, 4.66900581e-06]), array([4.64591597e-06, 4.68639101e-06, 4.64624389e-06, ...,
       4.65301276e-06, 4.65666882e-06, 4.66900581e-06])]",0.5,[],100,10000,0.1,8,0.7,21,1216.169070062657,0.09426936439521409,6080.4682728557045,15
16,10,exponential,"[0.00021521 0.00043448 0.00252157 0.01442447 0.04991818 0.09430373
 0.12987969 0.1526876  0.14582035 0.18742406]","[4.22183717 3.87046062 2.99017463 2.1121499  1.47308147 1.13109161
 0.95101145 0.85683773 0.88388309 0.73341782]","[array([2.84396452e-07, 2.84663906e-07, 2.84368363e-07, ...,
       2.84511136e-07, 2.84509776e-07, 2.84516435e-07]), array([4.03671436e-07, 4.04576386e-07, 4.03660772e-07, ...,
       4.03981000e-07, 4.04033880e-07, 4.03954312e-07]), array([9.69459102e-07, 9.72753258e-07, 9.69417027e-07, ...,
       9.70313570e-07, 9.70729626e-07, 9.70961729e-07]), array([2.28673173e-06, 2.29720592e-06, 2.28660687e-06, ...,
       2.28891771e-06, 2.29114068e-06, 2.29153660e-06]), array([4.07892076e-06, 4.09901311e-06, 4.07869589e-06, ...,
       4.08282107e-06, 4.08693899e-06, 4.08755869e-06]), array([5.12556987e-06, 5.15173891e-06, 5.12527775e-06, ...,
       5.13047671e-06, 5.13563773e-06, 5.13986567e-06]), array([5.35674439e-06, 5.38885462e-06, 5.35642777e-06, ...,
       5.36193412e-06, 5.36728126e-06, 5.37623598e-06]), array([5.09630216e-06, 5.12832916e-06, 5.09601224e-06, ...,
       5.10124991e-06, 5.10634729e-06, 5.11487288e-06]), array([4.29034117e-06, 4.31806513e-06, 4.29009745e-06, ...,
       4.29450797e-06, 4.29881442e-06, 4.30598544e-06]), array([9.03979623e-06, 9.09821091e-06, 9.03928271e-06, ...,
       9.04857572e-06, 9.05764946e-06, 9.07275888e-06]), array([9.03979623e-06, 9.09821091e-06, 9.03928271e-06, ...,
       9.04857572e-06, 9.05764946e-06, 9.07275888e-06])]",0.5,[],200,25000,0.1,8,0.5,21,1199.7112087379446,0.09299366008355513,5998.184069049389,10
17,10,exponential,"[1.99412916e-04 4.42595367e-04 2.54473003e-03 1.46671446e-02
 3.73767566e-02 9.81472934e-02 1.32624383e-01 1.32398885e-01
 2.12368792e-01 3.04632458e-01]","[4.25996675 3.86120595 2.98559137 2.10368479 1.62430654 1.10899093
 0.93897559 0.93995642 0.65535281 0.41266728]","[array([2.73739755e-07, 2.73941940e-07, 2.73731516e-07, ...,
       2.73847351e-07, 2.73893990e-07, 2.73885456e-07]), array([4.07439146e-07, 4.08123223e-07, 4.07426280e-07, ...,
       4.07739995e-07, 4.07903154e-07, 4.07987372e-07]), array([9.73830988e-07, 9.76618662e-07, 9.73854268e-07, ...,
       9.74655168e-07, 9.75493553e-07, 9.75613662e-07]), array([2.30549424e-06, 2.31637661e-06, 2.30554702e-06, ...,
       2.30745926e-06, 2.30990854e-06, 2.31000524e-06]), array([3.50346454e-06, 3.52284008e-06, 3.50361690e-06, ...,
       3.50670889e-06, 3.51032162e-06, 3.51091165e-06]), array([5.38030113e-06, 5.41147737e-06, 5.38055447e-06, ...,
       5.38568247e-06, 5.39085609e-06, 5.39722921e-06]), array([5.51206928e-06, 5.54998488e-06, 5.51233476e-06, ...,
       5.51764708e-06, 5.52336709e-06, 5.53093745e-06]), array([4.75508607e-06, 4.79038700e-06, 4.75518389e-06, ...,
       4.75999336e-06, 4.76474101e-06, 4.77210412e-06]), array([5.50634272e-06, 5.54979980e-06, 5.50636017e-06, ...,
       5.51204627e-06, 5.51745058e-06, 5.52650069e-06]), array([9.11791486e-06, 9.18987514e-06, 9.11794377e-06, ...,
       9.12735933e-06, 9.13630829e-06, 9.15129431e-06]), array([9.11791486e-06, 9.18987514e-06, 9.11794377e-06, ...,
       9.12735933e-06, 9.13630829e-06, 9.15129431e-06])]",0.5,[],300,10000,0.1,12,0.3,21,1173.0396734088692,0.09092625946894577,5864.834662006471,10
18,15,exponential,"[0.00020652 0.00022201 0.00024632 0.00028385 0.0003353  0.0004292
 0.00055767 0.0007579  0.00105805 0.00151338 0.00207104 0.00296508
 0.00408904 0.00552148 0.00758615]","[0.84848899 0.8412569  0.83086318 0.81667686 0.80001485 0.77531588
 0.74911832 0.71842062 0.68502706 0.64918927 0.6177632  0.5817882
 0.54953482 0.51935721 0.48738155]","[array([8.29605670e-06, 8.29746235e-06, 8.29591779e-06, ...,
       8.29654536e-06, 8.29626594e-06, 8.29704382e-06]), array([8.35482029e-06, 8.35877313e-06, 8.35470537e-06, ...,
       8.35667921e-06, 8.35617981e-06, 8.35626585e-06]), array([8.44062840e-06, 8.44681056e-06, 8.44046943e-06, ...,
       8.44311145e-06, 8.44228184e-06, 8.44244780e-06]), array([8.55948298e-06, 8.56913792e-06, 8.55931445e-06, ...,
       8.56272642e-06, 8.56170107e-06, 8.56202373e-06]), array([8.70127619e-06, 8.71217641e-06, 8.70118013e-06, ...,
       8.70540411e-06, 8.70396130e-06, 8.70412653e-06]), array([8.91633139e-06, 8.93066851e-06, 8.91624961e-06, ...,
       8.92085420e-06, 8.91958963e-06, 8.92142684e-06]), array([9.14967449e-06, 9.16789747e-06, 9.14954447e-06, ...,
       9.15514359e-06, 9.15431034e-06, 9.15541769e-06]), array([9.43048384e-06, 9.45216559e-06, 9.43038850e-06, ...,
       9.43657298e-06, 9.43610576e-06, 9.43654433e-06]), array([9.74471116e-06, 9.76988560e-06, 9.74454174e-06, ...,
       9.75149207e-06, 9.75132411e-06, 9.75157368e-06]), array([1.00921278e-05, 1.01201705e-05, 1.00916201e-05, ...,
       1.00997266e-05, 1.00993858e-05, 1.00992649e-05]), array([1.04023007e-05, 1.04362784e-05, 1.04018868e-05, ...,
       1.04108980e-05, 1.04105152e-05, 1.04100025e-05]), array([1.07670911e-05, 1.08085329e-05, 1.07667221e-05, ...,
       1.07763668e-05, 1.07772924e-05, 1.07760178e-05]), array([1.10977960e-05, 1.11448099e-05, 1.10972114e-05, ...,
       1.11077331e-05, 1.11087639e-05, 1.11071976e-05]), array([1.14078264e-05, 1.14576085e-05, 1.14072349e-05, ...,
       1.14187897e-05, 1.14193879e-05, 1.14181625e-05]), array([1.91118861e-05, 1.91952876e-05, 1.91108952e-05, ...,
       1.91302534e-05, 1.91312555e-05, 1.91292025e-05]), array([1.91118861e-05, 1.91952876e-05, 1.91108952e-05, ...,
       1.91302534e-05, 1.91312555e-05, 1.91292025e-05])]",0.1,[],300,10000,0.1,12,0.7,21,1182.0622406800842,0.09162562907372174,5909.944700884126,15
19,20,exponential,"[2.09838997e-04 4.52730084e-04 2.50449018e-03 1.42333802e-02
 4.94040914e-02 8.28520201e-02 1.70962514e-01 1.83370904e-01
 1.84215532e-01 1.72710745e-01 2.30808821e-01 3.39859435e-01
 2.64136038e-01 3.57237715e-01 4.45459305e-01 3.69924668e-01
 4.27024891e-01 4.51682435e-01 3.00215338e-01 4.16162216e-01]","[4.23448007 3.84988081 2.99358123 2.11891486 1.47852791 1.20210635
 0.78941053 0.74683706 0.74402187 0.7832681  0.6018749  0.33196034
 0.5122905  0.29368676 0.10951715 0.26627    0.14699999 0.09693763
 0.42313633 0.16927403]","[array([2.80837966e-07, 2.80920014e-07, 2.80817670e-07, ...,
       2.80903391e-07, 2.80820649e-07, 2.80873242e-07]), array([4.12202931e-07, 4.12529873e-07, 4.12125346e-07, ...,
       4.12325918e-07, 4.12145563e-07, 4.12352336e-07]), array([9.66595501e-07, 9.67879341e-07, 9.66376727e-07, ...,
       9.66979143e-07, 9.66604508e-07, 9.67172516e-07]), array([2.27276596e-06, 2.27775411e-06, 2.27223222e-06, ...,
       2.27376121e-06, 2.27314554e-06, 2.27487986e-06]), array([4.06131937e-06, 4.07734326e-06, 4.06036516e-06, ...,
       4.06309666e-06, 4.06215799e-06, 4.06531461e-06]), array([4.78218928e-06, 4.81914134e-06, 4.78103596e-06, ...,
       4.78431493e-06, 4.78328899e-06, 4.78709349e-06]), array([6.37601555e-06, 6.43040564e-06, 6.37448119e-06, ...,
       6.37885649e-06, 6.37752232e-06, 6.38257722e-06]), array([5.66510552e-06, 5.71839630e-06, 5.66375016e-06, ...,
       5.66763288e-06, 5.66714875e-06, 5.67158547e-06]), array([4.87836241e-06, 4.94814283e-06, 4.87719044e-06, ...,
       4.88053572e-06, 4.88013131e-06, 4.88394758e-06]), array([4.04725394e-06, 4.13967380e-06, 4.04627640e-06, ...,
       4.04905885e-06, 4.04873769e-06, 4.05189175e-06]), array([4.20664846e-06, 4.36625966e-06, 4.20565447e-06, ...,
       4.20854057e-06, 4.20824634e-06, 4.21153194e-06]), array([4.76628950e-06, 4.98168848e-06, 4.76515805e-06, ...,
       4.76842904e-06, 4.76813718e-06, 4.77193403e-06]), array([3.54425652e-06, 3.73065706e-06, 3.54341486e-06, ...,
       3.54584566e-06, 3.54564477e-06, 3.54851858e-06]), array([3.83755617e-06, 4.04677916e-06, 3.83663625e-06, ...,
       3.83927390e-06, 3.83907219e-06, 3.84217444e-06]), array([4.14639518e-06, 4.38048580e-06, 4.14545595e-06, ...,
       4.14828996e-06, 4.14838849e-06, 4.15150489e-06]), array([3.37520176e-06, 3.57094357e-06, 3.37444120e-06, ...,
       3.37674548e-06, 3.37684781e-06, 3.37938702e-06]), array([3.44152671e-06, 3.67224113e-06, 3.44075063e-06, ...,
       3.44309923e-06, 3.44320935e-06, 3.44593810e-06]), array([3.39659745e-06, 3.62652004e-06, 3.39581279e-06, ...,
       3.39813246e-06, 3.39868623e-06, 3.40132381e-06]), array([2.34618087e-06, 2.51477690e-06, 2.34563672e-06, ...,
       2.34723800e-06, 2.34767078e-06, 2.34968072e-06]), array([3.14910359e-06, 3.37539747e-06, 3.14837322e-06, ...,
       3.15052250e-06, 3.15110338e-06, 3.15380117e-06]), array([3.14910359e-06, 3.37539747e-06, 3.14837322e-06, ...,
       3.15052250e-06, 3.15110338e-06, 3.15380117e-06])]",0.5,[],100,25000,0.1,10,0.3,21,1272.8016844388667,0.09865914924725731,6363.613785597344,20
